authorMeta/fans,collectCount,commentCount,diggCount,isSponsored,playCount,shareCount,text,videoMeta/duration,webVideoUrl,tanggal,jam,hari_encoded,kota_Balikpapan,kota_Banda Aceh City,kota_Bandar Lampung City,kota_Bandung City,kota_Bandung Regency,kota_Banjarbaru,kota_Banjarmasin,kota_Banyumas Regency,kota_Banyuwangi,kota_Batam,kota_Bekasi City,kota_Bekasi Regency,kota_Binjai,kota_Bitung,kota_Bogor City,kota_Bogor Regency,kota_Central Hulu Sungai Regency,kota_Cilegon,kota_Cimahi,kota_Cirebon,kota_Cirebon City,kota_Deli Serdang Regency,kota_Denpasar,kota_Depok,kota_Garut Kota,kota_Gresik,kota_Hanoi,kota_Hoc Mon,kota_Jakarta,kota_Jambi City,kota_Jember,kota_Kapolei,kota_Kebumen,kota_Kediri City,kota_Kota Karawang,kota_Kuantan,kota_Lhokseumawe,kota_Lumajang,kota_Machang,kota_Madiun City,kota_Magelang,kota_Mahakam Ulu Regency,kota_Makassar,kota_Malang City,kota_Manado,kota_Medan Area,kota_Metro,kota_Muaro Jambi,kota_Nganjuk,kota_Padang,kota_Palembang,kota_Pasuruan Regency,kota_Pekalongan,kota_Pekanbaru,kota_Pematangsiantar,kota_Queens,kota_Salatiga,kota_Samarinda,kota_Saraphi District,kota_Semarang City,kota_Semarang Regency,kota_Sepang,kota_Serang City,kota_Sidoarjo,kota_Sleman,kota_South Tangerang,kota_Sukabumi City,kota_Sumedang,kota_Surabaya,kota_Surakarta City,kota_Tangerang City,kota_Tangerang Regency,kota_Tasikmalaya City,kota_Tegal City,kota_Tidak Mengisi/Tidak diketahui,kota_West Kutai Regency,kota_Yogyakarta City,kota_nan,username_encoded
2500,373,63,3124,0,1700000,224,"Membalas @sheilasurya03  kopi kenangan Cuma jadi 13 ribu😭 pecinta kopi buruan beli covernya skrg, bisa di tukerin ke outlet kopi kenangan terdekat kalian 🤗✨🥰 #kopikenagan #kenanganmantan #kopikenangan #kopi #pecintakopi #tiktokgo #promotiktok #fyp ",18,https://www.tiktok.com/@bby_nadira/video/7492105648369585426,2025-04-11,17,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,49
29900,155,25,1194,0,329700,101,Kapan lagi ngopi di Kopi Kenangan cuma 9ribu 😭😭🥰🥰#kopikenangan #kopi #ngopi ,25,https://www.tiktok.com/@uminurasih_/video/7493411622422203656,2025-04-15,5,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,387
12700,1298,182,27900,0,5000000,574,Replying to @Foodie kalau promo yang ini jelas masih adaa. Americano di Kopi Kenangan cuma 8000 aja looh! Dapetin vouchernya dengan cara klik lokasi di video ini yaa. Vouchernya cuma eksklusif ada di tiktok looh @Kopi Kenangan  #KopiKenangan #promokopikenangan #voucherkopikenangan #vouchertiktok #ttlocalservice #menurahasia #kopken #diskon #kopi #fyp #promokopi #kulinerkakilimasampaibintanglima ,20,https://www.tiktok.com/@aviseina/video/7398772318182411526,2024-08-03,4,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,37
3117,20,15,260,0,40300,23,Bisa ngopi tiap hari 🫶🏻 #kopikenangan #tiktokgo #promotiktok ,10,https://www.tiktok.com/@anggianoviantry/video/7499741288137280776,2025-05-02,7,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28
118,94,41,999,0,132000,288,Promo Kopi Kenangan di Langsa,25,https://www.tiktok.com/@darilangsa/video/7507556863865654584,2025-05-23,8,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,75
4815,41,7,702,0,161400,32,Kenapa ga ada golden bobs lagi di @kopikenangan.id 😭 #kopi #nhopi #coffee #kenanganmantan #kopken #kopikenangan #fyppppppppppppppppppppppp ,12,https://www.tiktok.com/@ixoraster/video/7507884668339981576,2025-05-24,5,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,165
253400,77,7,517,0,160700,50,Kopi Kenangan  Ruko Demang.  #coffee #kopikenangan #palembang #palembangtiktok #tempatnongkrong ,12,https://www.tiktok.com/@ayaharastore/video/7501325173073644808,2025-05-06,13,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,41
1362,1,0,5,0,132,0,#CapCut #sabtuceria #weekendvibes ,25,https://www.tiktok.com/@kopii.kenangan/video/7416959743769709830,2024-09-21,5,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,204
1362,0,0,10,0,222,0,apa yaaa 🤭#padahariini ,15,https://www.tiktok.com/@kopii.kenangan/video/7368081347056880901,2024-05-12,11,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,204
1362,0,1,12,0,205,0,#ekspresikanramadan #CapCut ,18,https://www.tiktok.com/@kopii.kenangan/video/7343971880275037446,2024-03-08,12,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,204
1362,0,0,7,0,252,0,#padahariini #salamsehat #tetaplahjadiorangbaik🙏 ,17,https://www.tiktok.com/@kopii.kenangan/video/7405767584034966790,2024-08-22,1,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,204
1986,18,12,364,0,70600,47,Promo Voucher Kopi Kenangan #promokopikenangan #promokopi #kopikenangan #kopi #fyp #tiktokgo ,24,https://www.tiktok.com/@khaivershop/video/7503431973688331538,2025-05-12,5,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,198
535,46,16,326,0,72700,23,Gasss sih yang pengen ngopi tapi murah meriah #kopikenangan #promo #promotiktok #fyp #tiktokgo ,18,https://www.tiktok.com/@giyanti_ekap/video/7496158364833959175,2025-04-22,15,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,124
1882,30,7,201,0,77200,11,lengah dikit Kopi kenangan ambyarin promo guys 😁 #kopikenangan #kopi #promotiktok #promokopikenangan #tiktokgo ,15,https://www.tiktok.com/@zambila_/video/7502356310160051461,2025-05-09,8,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,418
57400,970,68,13300,0,1100000,476,"Beli kopi kenangan lebih murah pake voucher yg bisa dibeli di Tiktok, belinya dengan cara klik location video ini ya #JelajahJakarta #kopikenangan #kopi #kuliner #coffee ",14,https://www.tiktok.com/@yayahjelajah/video/7375895611876379910,2024-06-02,13,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,409
2641,0,0,24,0,121,0,Coffee with me.☕️ 🎂🍰🥮🍃🌿☘️#กดใจให้หน่อย #ร้านกาแฟเชียงใหม่ #มาเป็นเพื่อนกันเถอะ ,48,https://www.tiktok.com/@toiting/video/7516369266170498322,2025-06-16,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,380
2787,2,4,31,0,149,0,ทำงานกันต่อ #เปิดการมองเห็น #coffee station☕️,12,https://www.tiktok.com/@jeabsupparat/video/7516375792478113042,2025-06-16,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,166
909600,4831,4087,218200,0,3400000,114300,"Nhắm mắt, xoayyyyyy #concoday ",103,https://www.tiktok.com/@littlequanzz/video/7510517785416502535,2025-05-31,8,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,224
5444,1,1,4,0,809,0,#เปี๊ยะไส้ทะลัก #เปี๊ยะช็อคโกแลตดูไบ #เปี๊ยะฟินฟิน ,23,https://www.tiktok.com/@royhan0210/video/7516444343863921928,2025-06-16,7,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,331
5984,16,9,63,0,10700,11,promo kopi kenangan mulai 9 ribuan nih guys.  #kopikenangan #coffee #kopiaren #kulinermakassar ,37,https://www.tiktok.com/@donnywijaya__/video/7497159837478898999,2025-04-25,8,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,91
3916,544,84,4434,0,2000000,406,Kopi Kenangan 9ribu doang 🥹❤️ #voucherkopikenangan #vouchertiktokshop ,5,https://www.tiktok.com/@arienoliv/video/7490152178015915272,2025-04-06,10,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30
4309,37,4,207,0,38800,50,Kopi hemat di Kopi Kenangan  #kopikenangan #kopi #mayang #kotajambi #jambipride #jambitiktok #jambipride🏴‍☠️ #jambiviral #ttpetualangpro #ttpetualangnewbie #xbcyza ,19,https://www.tiktok.com/@riiki0098/video/7505422466819345670,2025-05-17,14,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,323
1309,14,7,104,0,20200,9,"Anak skema pecinta kopi wajib banget nih dapetin promo mantap. Kopi kenangan lagi sedekah, diskon sampai 50%. Klik lokasi dan beli pakai vouchernya disini.  ✨Kopi kenangan #kopikenangan #kopken #kopikenanganvoucher #voucherkopikenangan #ngopi #auraagni #rekomendasi #ngopimurah #ngopisek #skena #pecintakopi #auraagningopi ",8,https://www.tiktok.com/@auraagnin/video/7498595632270052613,2025-04-29,5,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,35
48800,22,3,97,0,20900,22,kopi kenangan ruko banyumanik semarang cara beli: -klik lokasi dikiri bawah -lakukan pembayaran -tunjukan barcode pembayaran pada kasir #semarang #kopikenangan #kopikenangansemarang,14,https://www.tiktok.com/@omsukareview/video/7495954350502694149,2025-04-22,2,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,289
39200,218,17,3391,0,616000,67,Udah tau belum sekarang beli minuman di Kopi Kenangan lewat TikTok lho!. . #kulinersolo #jajanSolo #jajanantiktok ,16,https://www.tiktok.com/@patrickdarinda/video/7439352185403690295,2024-11-20,13,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,297
9444,55,23,572,0,135000,108,Cuss buruan cobain juga promonya🤩 #promo #kopikenangan #fyp #foryou #xybca ,31,https://www.tiktok.com/@rzkypauji/video/7481988400870853943,2025-03-15,10,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,334
3466,4,1,52,0,5628,0,Jangan lewatkan kesempatan untuk menikmati berbagai promo menarik dari Kopi Kenangan Siantar!#kopikenangan ,36,https://www.tiktok.com/@ummi_86/video/7510244013182684434,2025-05-30,14,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,388
35000,3,3,28,0,3665,3,beli kopi susu black aren 2 pcs cuma 35rb lho.belinya di tiktok.caranya klik tag lokasi di videoku😍🙏 #kopken #kopikenangan #kopilovers #kopi #centerpointmedan #centerpoint #medan #jelajahbegah #fypシ゚ #fypp ,19,https://www.tiktok.com/@riachinagha/video/7515451030688124165,2025-06-13,15,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,321
1300000,677,61,13800,0,190400,132,cobain yuk Float Series dari kopi kenangan!!🤤❤️ ,66,https://www.tiktok.com/@mari.eattt/video/7294562002779884805,2023-10-27,9,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,239
10600,5,2,40,0,468,1,"Klik lokasi nya disini ya kalo mau dapat diskonnya 😍 udah murah, tambah murah lagi 🎉

#kopikenangan #coffeelover #coffeeadict #ngopi #kopigulaaren #kopienak #kopikekinian ",47,https://www.tiktok.com/@monaya.13/video/7516149398443691269,2025-06-15,12,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,254
6192,8,4,33,0,7785,5,"bisa semua outlet kopi kenangan 

#kopikenangan #kopi #promotiktok #vochertiktok ",12,https://www.tiktok.com/@dhinyshishukhashi/video/7508954188349476114,2025-05-27,2,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,84
1329,1,0,6,0,1563,1,"Kopi kenangan 
#kopi #kopikenangan #irianmarelan  ",15,https://www.tiktok.com/@mama.khayla08/video/7509037995320692024,2025-05-27,8,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,235
540,1,0,9,0,513,1,"siapa yang baru tau kopi kenangan sudah buka
☝🏻☝🏻☝🏻
nikmatin promonya yuk dari tiktok

#kopikenangan 
#kopikenanganjepara 
#kopijepara ",15,https://www.tiktok.com/@kalaa.berkelana/video/7510190191315914040,2025-05-30,10,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,182
26400,11,4,54,0,8888,16,Dapet dua loh kalau beli di tiktok #promo #kopikenangan #tiktok ,28,https://www.tiktok.com/@id.marco/video/7512396897554861317,2025-06-05,9,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,154
746,2,8,22,0,2068,43,"guys ada yg baru nih di Kota Tomohon,🫶🫶
Tag ngni pe bestie' Krna  'Kopi Kenangan' so ada di Tomohon ,☘️☘️
#tomohon #kopikenanganmantan #viralvideo #videoviral #tiktok #fypシ゚ #fyppppppppppppppppppppppp #CapCut #fyp #tiktokviral ",19,https://www.tiktok.com/@_poyly/video/7511350588987297080,2025-06-02,13,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5
47,1,4,19,0,3041,7,Restok kedua kalinya #capybara #kopikenangan #kopikenanganmarindal,8,https://www.tiktok.com/@siadeck/video/7503189606477696264,2025-05-11,14,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,348
7208,0,0,23,0,411,2,"kopken sipaling kopi 🫠🤌
#kopken #kopikenangan #kopikenanganmantan #kopikenanganlhokseumawe ",15,https://www.tiktok.com/@hey.swteee/video/7513940438865235218,2025-06-09,13,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,142
1810,4,3,40,0,743,3,info ngopi☕️ #slotcar#roblox#cdid#fyp#kopikenangan#cdidstudios ,23,https://www.tiktok.com/@dnz_mediaa/video/7516370053126786311,2025-06-16,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,90
18800,2,2,27,0,1609,0,Trend Kuch Kuch Hota hai . Rahul Tina dan Anjeli .  #trending #trendtiktok #fyp #fypシ #kopigunungkawi #kopigulaaren #kopirobusta #kopikenangan #kuchkuchhotahai #anjali #rahul #mesinpengemaskopi #kopimantavo #mesinkemaskopi #mesinpackingkopi #kopirobusta #kopibubuk #kopihitam ,36,https://www.tiktok.com/@ajsmesinpengemas/video/7516045839995833606,2025-06-15,5,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,18
1047,2,1,22,0,229,0,,36,https://www.tiktok.com/@och.quotsoftheday/video/7516475249169403192,2025-06-16,9,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,284
174000,80,2,3583,0,289500,16,"Tonton video ini sampai habis biar mudik kalian tetap semangat! Mampir ke outlet Kopi Kenangan terdekat untuk serbu Promo Mudik Banyak Kenangan dari 21 Maret-12 April 2025 biar momen silaturahmi kalian jadi makin seru ya, Beb! #KopiKenangan #MudikBanyakKenangan",44,https://www.tiktok.com/@kopikenangan.id/video/7484091504290483463,2025-03-21,2,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,206
268,7,0,77,0,896,4,Mar in bkng tntng kopi😌#amurang #fypp#kenangan ,25,https://www.tiktok.com/@reyhan.syaputra32/video/7516155734418083077,2025-06-15,12,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,318
3540,1,1,32,0,290,0,#nyored #jembertiktok #2strokeindonesia #fizrindonesia #fizrmodifikasi #gl100klasik #gl100inspirasi #senja_story #jember #kopikenangan #kopisenja #berandatiktok #fypシ゚viral #foryoupageofficiall ,19,https://www.tiktok.com/@rikiwahyudi426/video/7516405313101188357,2025-06-16,4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,324
4096,2,0,27,0,5289,1,"kemana aja woi baru tau beli kopi kenangan ditiktok banyak promo dan diskon??
kalian buruan beli lwt tag lokasi aku yaa #kopi #kopikenangan #kopken #ngopi #kopikenanganmantan ",43,https://www.tiktok.com/@zhanay27/video/7513557289199095096,2025-06-08,12,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,420
220200,2073,1942,46800,0,750200,95200,,14,https://www.tiktok.com/@ninmycay/video/7515665703433702674,2025-06-14,5,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,277
15700,115,38,2834,0,46200,496,Cấp bách lắm rồi #pocafe #govap #binhthanh #quan1 #viral #nhanvienpocafe ,22,https://www.tiktok.com/@pocafemuoi/video/7516363296644091144,2025-06-16,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,301
